38387241629921280,213800438
38387346802094080,120408703
38387423687880704,186144130
38387433561128960,4231111
38387445632466944,95181656
38387578155700224,208000761
38387576754810880,70287559
38387870385451008,4715592
38387890354528256,211028603
38387909736402944,216672257
38387974110449664,166508420
38388000249487360,3907319
38388029827588096,208172956
38388117413183488,215849683
38388202222010368,3865134
38388261164556288,1274192
38388271671156736,38496077
38388288033259520,23303788
38388295654326272,24061085
38388421584109568,103612999
38388441163116545,5888642
38388677063221248,32384951
38388860509626368,238542076
38389176919523328,243233704
38389211174281216,40777562
38389371711401984,225458268
38389484269600768,65235267
38389522492432384,249583602
38389591891394560,148855994
38389792873914368,61745907
38389805708611584,57322324
38389937539776512,241276936
38390013225996288,185590997
38390032352018432,187049296
38390097153888256,28830542
38390409369632768,30430748
38390470379835392,142649535
38390795925061634,241700937
38391010744602626,247185496
38391055376187392,8663070
38391359664558080,244249062
38391365658345473,47391887
38391408863870976,235081908
38391465981919232,244117751
38391550035767296,2784819
38391675827134464,63669154
38391747050475520,51433856
38391830777176064,33933085
38391863266377728,239120897
38391950826672128,157136374
38392012088688640,221263192
38392066698526720,187049296
38392105227395072,247969600
38392287352455168,16981607
38392570073726976,239120897
38392570073726976,239120897
38392724143091712,24874604
38392908545671168,105803634
38392950136377345,23444554
38393036278857728,13222697
38393105224966144,24058027
38393109444431872,227429240
38393219666558976,38506150
38393226809458688,170651275
38393410943598593,245176612
38393701524979712,49403072
38393831984599040,96187184
38393962058362880,88339146
38393962242772992,50274233
38394077087010816,231610686
38394348412342272,16981607
38394672221138944,253797582
38394785664344064,247185496
38394852060311552,20320872
38395131430178816,104184684
38395289047932928,103238551
38395298460078080,223239236
38395347667664896,98163915
38395481868472320,235372141
38395482824777729,235372141
38395485815308288,235372141
38395628149014528,80609078
38395650387214336,80609078
38395704271581185,61739885
38395718452383745,3503107
38395721715556352,160482883
38395824710885377,209787354
38395862904213504,25166196
38395909872173056,70114877
38396000955666432,229392379
38396204618489856,235598168
38396303318843392,159270036
38396376261988352,244451086
38396379852177408,223582745
38396394075062272,233882010
38396401771618304,27395233
38396407748497408,238542076
38396729581637632,39863037
38396750549106688,131319151
38396831331385344,242742619
38396920657494016,16266764
38397405766496256,186267207
38397488411054080,70799517
38397495415554048,222472313
38397585458728961,249143309
38397788958113792,80609078
38397876698611712,219189716
38398099172892672,18923276
38398219859931136,40103823
38398238897872896,213408009
38398405134778368,123130468
38398518913794048,46455587
38398564224860160,247185496
38398605710733312,168686899
38398614321496064,68255264
38398639365824512,130893183
38398654595203072,210463303
38399435989979136,19574067
38399489920212992,166345051
38399536611328000,23580909
38399611664080896,250724537
38399674968702976,224761987
38399675170037760,224761987
38399675820154880,224761987
38399676575121408,224761987
38399677455925248,224761987
38399678345125888,224761987
38399713543852032,42757831
38399743918874624,61739885
38399777007730688,249425948
38399777032896512,251315466
38399879529250816,3480996
38399935183470592,223239236
38399996705505280,242783187
38400046017806336,1438238
38400164259438592,55498207
38400164259438592,55498207
38400189857271808,214419277
38400189857271808,214419277
38400210174619648,251317849
38400304525344768,28068719
38400412243591168,207950470
38400492753272832,61739076
38400493818621952,29119536
38400616795619328,233254676
38400903346274304,183481142
38401161295822849,169672103
38401461167587328,235372141
38401463214411776,235372141
38401580587810816,103238551
38401649718337536,80350227
38402192989753344,215270264
38402222521991168,22354273
38402344928550913,247185496
38402502177067008,224390432
38402599938048000,184594864
38402660881145856,16330729
38402735573434368,83692525
38402824337494016,16330729
38402899872718848,224390432
38403149333143552,162687654
38403184871473152,6100471
38403341264355328,35524556
38403346930999296,246155101
38403346930999296,246155101
38403534164721664,12127421
38403591991459840,213622521
38403599251935232,61739076
38403738163097600,251317849
38403806404411392,210824047
38403817812926464,61739885
38403890827235328,11662522
38403929695846400,79458101
38404134034083840,15288901
38404231358578688,130693727
38404232818343936,53104539
38404258948714496,68872674
38404528411779072,167028448
38405379549298688,41568
38405393776377856,249425948
38405393579253761,251315466
38405554045067264,253590960
38405695757881344,249775002
38405991326416896,89441397
38406071030779904,89441397
38406138114342912,247185496
38406168711925760,89441397
38406176286711808,53193168
38406246864404480,244409221
38406263297671168,64858644
38406387327307776,58221157
38406386719277056,47914309
38406435821993984,209845811
38406555191881728,178961553
38406646191366144,16261787
38406944452648960,57246401
38406973904916480,6758305
38407274447904768,250926763
38407350683435008,205409434
38407392395788289,224761987
38407467046154240,64858644
38407478911832064,14215
38407495588384768,246825742
38407565989781504,215884730
38407698496102400,94062995
38407896773562369,19663660
38408139732819968,223606710
38408166358126592,91376322
38408167020957696,253816129
38408298860511232,2182068
38408464594247680,223451355
38408566037688320,151776601
38408567467933696,243821927
38408595892740096,71194228
38408623537389568,50434246
38408633498865664,58221157
38408633498865664,58221157
38408754672308225,43518820
38408887858233344,86809400
38408923694383104,54848238
38408998764036096,7957532
